Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Attendance Rate
9,44,Yes,8,6,39.0,69
1,73,Yes,7,3,49.0,88
7,50,No,6,9,41.0,80
8,48,No,6,0,39.0,45
3,77,No,8,4,57.0,70
4,79,No,9,3,66.0,91
3,80,No,5,7,59.0,81
7,48,No,7,0,40.0,62
9,47,Yes,9,1,47.0,69
3,83,No,8,4,65.0,65
6,97,Yes,5,9,86.0,90
8,79,Yes,8,9,75.0,100
6,42,No,8,1,30.0,75
2,52,No,6,0,26.0,86
7,58,No,9,5,49.0,84
2,73,No,8,9,52.0,86
2,71,No,9,3,47.0,93
2,88,No,5,4,64.0,85
1,55,No,6,2,28.0,65
1,75,No,5,9,48.0,84
7,57,Yes,5,5,47.0,88
5,53,Yes,6,3,37.0,66
3,69,No,9,5,54.0,71
1,41,Yes,5,4,18.0,64
6,52,No,4,1,37.0,78
1,66,Yes,9,3,41.0,80
9,98,Yes,8,1,96.0,82
2,92,No,6,4,69.0,100
1,91,No,6,2,64.0,76
7,56,No,9,5,48.0,73
6,70,Yes,4,4,59.0,71
6,54,Yes,4,1,39.0,96
5,96,No,4,9,80.0,90
4,59,Yes,4,7,38.0,63
4,44,No,7,5,26.0,74
3,46,Yes,6,8,27.0,74
8,57,No,5,2,50.0,74
7,95,Yes,6,3,89.0,99
9,50,No,6,7,45.0,66
1,71,No,6,6,42.0,68
7,89,No,4,7,80.0,70
4,66,Yes,4,8,48.0,63
7,65,No,7,7,59.0,96
1,76,Yes,9,7,53.0,92
5,84,No,6,5,72.0,85
3,67,No,8,1,46.0,89
5,89,No,9,6,75.0,85
4,41,Yes,7,3,25.0,64
2,59,Yes,4,2,36.0,71
4,43,Yes,6,3,24.0,64
3,52,No,4,3,31.0,66
1,63,Yes,9,2,39.0,82
8,87,No,5,8,81.0,90
5,77,No,4,2,63.0,88
4,97,No,4,1,81.0,98
5,79,No,7,0,63.0,85
4,87,No,5,0,69.0,75
3,84,Yes,9,4,66.0,70
5,94,Yes,8,4,80.0,89
4,68,No,8,8,52.0,75
1,97,No,8,3,68.0,84
3,75,Yes,6,4,57.0,79
8,41,No,8,5,37.0,94
7,80,No,6,9,68.0,71
2,57,No,9,6,35.0,52
1,88,No,9,8,65.0,85
3,47,Yes,4,5,28.0,64
5,97,No,8,0,82.0,92
1,54,Yes,7,7,29.0,73
3,80,Yes,9,1,62.0,92
3,56,Yes,5,8,35.0,56
5,62,Yes,5,6,51.0,71
3,41,No,9,6,22.0,68
9,45,No,4,9,42.0,80
1,68,No,5,9,45.0,94
4,66,Yes,5,4,48.0,84
4,76,Yes,4,7,61.0,80
1,88,Yes,4,9,59.0,71
2,73,No,4,0,50.0,71
1,57,No,7,2,33.0,64
6,81,No,4,8,65.0,88
3,49,Yes,4,0,26.0,68
7,77,Yes,4,7,69.0,72
5,98,No,9,5,87.0,87
9,83,Yes,8,9,85.0,98
7,56,Yes,9,4,46.0,77
4,98,No,8,5,82.0,94
5,52,Yes,7,4,36.0,74
5,91,Yes,7,8,77.0,100
5,99,No,5,1,85.0,92
9,87,Yes,9,9,85.0,87
3,81,Yes,8,5,62.0,72
6,66,Yes,7,3,54.0,80
8,92,Yes,7,2,89.0,69
9,41,No,9,4,35.0,68
7,73,No,5,1,65.0,80
3,70,Yes,4,2,52.0,64
1,62,No,6,6,37.0,62
4,46,No,5,0,27.0,74
6,77,No,6,1,60.0,82
3,72,Yes,5,2,52.0,78
1,51,Yes,5,9,28.0,70
6,84,No,4,6,72.0,86
1,51,No,7,3,23.0,76
9,58,No,8,7,59.0,81
1,48,No,5,7,20.0,50
6,49,Yes,4,0,38.0,86
1,56,No,6,4,31.0,72
7,89,Yes,9,0,81.0,83
3,79,Yes,9,6,66.0,71
6,78,Yes,7,3,68.0,87
7,80,Yes,9,7,75.0,85
1,49,Yes,5,7,24.0,80
1,51,Yes,6,8,26.0,63
5,54,Yes,5,5,39.0,64
6,70,No,9,6,61.0,89
9,54,Yes,8,6,52.0,85
1,67,No,9,4,38.0,73
4,43,No,8,6,25.0,72
8,75,No,9,8,73.0,85
9,94,No,7,3,93.0,95
3,40,No,6,1,16.0,73
2,97,Yes,8,7,75.0,92
4,83,Yes,4,6,64.0,80
2,96,No,7,5,77.0,99
1,73,No,5,6,44.0,52
3,86,No,9,2,66.0,100
7,56,Yes,6,5,48.0,60
1,78,No,6,9,50.0,70
2,77,Yes,9,6,56.0,78
1,83,Yes,4,6,55.0,77
8,90,No,8,4,83.0,98
5,72,Yes,9,2,58.0,69
8,99,Yes,6,1,93.0,96
3,60,Yes,4,6,38.0,66
7,65,No,4,3,55.0,81
8,85,No,5,1,80.0,87
6,75,No,4,7,64.0,82
7,44,No,7,1,37.0,66
2,72,No,6,5,49.0,71
8,40,No,7,3,33.0,72
5,92,No,4,8,78.0,96
7,45,No,4,4,31.0,63
1,76,Yes,7,3,53.0,69
5,41,No,5,7,25.0,71
1,96,Yes,4,2,69.0,83
8,92,Yes,7,8,89.0,99
4,98,No,7,7,80.0,80
4,98,Yes,6,7,80.0,72
2,44,Yes,5,9,22.0,60
5,65,No,8,4,52.0,70
1,80,Yes,7,0,59.0,79
9,90,No,6,9,88.0,85
5,92,Yes,8,8,81.0,95
6,86,Yes,6,1,79.0,85
2,52,No,6,0,28.0,68
1,51,Yes,9,5,28.0,68
4,44,Yes,5,0,19.0,65
7,41,No,4,9,31.0,68
6,98,No,5,9,87.0,96
1,43,Yes,8,9,17.0,55
1,98,Yes,9,6,75.0,99
8,66,No,5,6,61.0,78
4,89,Yes,4,0,72.0,73
5,92,No,5,9,78.0,89
7,49,No,5,4,36.0,62
8,52,No,5,2,45.0,80
7,83,Yes,7,1,74.0,100
2,41,Yes,7,4,17.0,55
4,65,Yes,5,4,47.0,78
1,54,No,4,1,25.0,50
9,85,Yes,4,5,81.0,93
3,96,No,4,6,74.0,78
3,49,Yes,4,0,30.0,62
9,61,No,9,2,59.0,69
3,79,No,9,3,60.0,87
8,64,Yes,6,1,58.0,88
2,54,No,5,9,28.0,67
3,52,Yes,5,4,33.0,61
2,47,Yes,6,3,30.0,82
1,60,Yes,4,1,31.0,61
2,60,Yes,8,0,36.0,50
8,61,Yes,8,7,56.0,82
9,85,No,6,1,82.0,79
2,72,Yes,8,3,50.0,85
7,84,No,7,9,76.0,83
5,66,Yes,5,4,52.0,82
3,79,No,8,1,60.0,93
9,89,No,9,9,91.0,82
6,61,Yes,9,8,52.0,72
1,69,No,7,1,43.0,72
5,48,Yes,5,5,32.0,83
7,84,Yes,7,6,77.0,81
4,74,Yes,5,5,55.0,72
8,57,No,5,3,52.0,81
5,81,No,8,0,68.0,78
9,44,No,9,1,41.0,74
9,66,No,6,9,63.0,67
9,96,Yes,8,9,99.0,100
1,45,Yes,4,5,17.0,50
2,71,No,7,7,47.0,72
3,47,No,4,2,24.0,65
4,95,Yes,5,6,80.0,100
9,78,No,8,8,79.0,76
6,60,Yes,4,3,49.0,94
1,57,No,4,6,27.0,73
9,53,No,9,6,51.0,80
6,54,No,4,9,41.0,63
4,81,Yes,9,8,67.0,88
4,65,Yes,9,2,48.0,68
3,92,No,5,0,72.0,96
7,83,No,9,7,75.0,77
3,71,No,5,3,48.0,74
2,78,No,9,1,58.0,74
8,67,No,9,4,62.0,72
4,99,No,5,3,83.0,96
8,78,No,4,0,68.0,88
1,82,No,7,6,55.0,89
5,71,Yes,8,3,55.0,62
9,52,Yes,8,7,49.0,85
1,54,Yes,5,8,27.0,89
4,57,Yes,4,7,38.0,67
6,78,No,7,0,66.0,100
8,45,Yes,6,7,37.0,68
3,94,Yes,5,4,72.0,72
5,50,No,6,0,34.0,67
7,71,Yes,8,8,68.0,93
1,79,Yes,8,8,56.0,71
7,59,Yes,7,6,52.0,71
8,72,Yes,7,6,67.0,88
8,79,Yes,6,0,69.0,84
9,47,No,8,8,45.0,79
6,90,No,7,0,76.0,89
6,74,No,7,6,65.0,86
2,44,Yes,8,8,26.0,62
3,74,Yes,8,8,54.0,80
4,86,Yes,4,4,68.0,75
4,53,No,9,5,34.0,81
8,60,Yes,7,1,56.0,73
1,86,Yes,6,1,63.0,91
4,63,Yes,5,9,47.0,73
4,56,Yes,5,8,40.0,74
1,57,No,8,0,31.0,64
3,73,No,9,9,56.0,69
5,51,Yes,6,4,36.0,54
6,55,No,4,6,41.0,63
9,43,No,7,9,43.0,70
9,64,No,4,5,61.0,82
9,73,Yes,6,5,69.0,93
1,67,No,4,5,44.0,69
9,85,No,8,7,82.0,81
8,50,Yes,5,6,48.0,62
2,52,No,8,4,27.0,71
1,70,No,7,9,45.0,86
1,99,No,8,1,75.0,98
6,64,Yes,6,9,54.0,84
9,78,Yes,6,5,76.0,92
7,49,No,7,9,44.0,89
5,63,Yes,7,4,50.0,79
2,40,Yes,5,3,17.0,68
1,92,Yes,4,9,66.0,79
2,64,No,5,4,42.0,60
1,67,No,8,8,42.0,66
3,75,Yes,4,1,56.0,78
6,57,No,7,5,48.0,76
8,45,Yes,6,8,40.0,89
3,41,Yes,8,9,24.0,66
9,42,No,5,4,38.0,82
5,85,Yes,9,5,73.0,81
7,47,Yes,9,9,40.0,69
8,70,Yes,7,3,62.0,69
3,87,Yes,4,4,65.0,75
2,58,No,9,7,37.0,75
2,89,Yes,4,0,68.0,83
5,45,No,6,0,30.0,76
1,53,Yes,7,9,31.0,70
2,42,No,7,3,15.0,58
9,87,Yes,8,9,89.0,100
7,40,Yes,8,2,33.0,68
6,83,No,4,4,72.0,95
9,69,No,9,9,64.0,78
7,85,Yes,9,7,78.0,94
5,58,Yes,5,0,40.0,80
9,93,Yes,4,4,91.0,94
6,58,Yes,9,4,49.0,54
6,48,Yes,8,1,38.0,71
4,46,No,8,4,28.0,78
1,85,No,8,7,62.0,86
5,76,Yes,4,9,62.0,85
9,89,No,7,6,89.0,76
8,80,No,5,1,74.0,79
8,92,Yes,5,5,85.0,94
5,46,No,8,9,33.0,73
9,48,Yes,6,0,41.0,83
3,43,No,4,9,24.0,64
3,64,No,9,9,47.0,78
1,88,No,9,2,65.0,82
9,51,No,7,5,50.0,67
6,45,No,8,8,35.0,49
2,57,Yes,6,0,30.0,72
8,79,No,8,5,76.0,88
9,60,Yes,6,1,55.0,72
9,54,No,5,8,49.0,61
2,42,No,6,1,19.0,69
2,41,No,5,2,15.0,59
7,95,Yes,5,1,86.0,96
4,94,No,4,3,77.0,100
1,80,No,6,3,55.0,58
8,79,Yes,7,9,77.0,80
2,98,Yes,7,0,74.0,84
3,43,Yes,6,7,23.0,78
5,71,No,4,4,56.0,63
3,41,No,7,7,18.0,81
7,85,No,8,5,76.0,88
7,68,No,7,1,57.0,78
2,41,Yes,4,6,13.0,59
7,73,Yes,5,9,64.0,78
6,66,No,5,8,54.0,87
9,99,Yes,5,6,97.0,85
9,93,Yes,4,4,89.0,95
2,78,Yes,5,3,53.0,74
7,83,No,5,7,74.0,79
5,77,Yes,4,5,61.0,100
6,57,No,8,4,41.0,76
1,75,No,7,6,48.0,81
7,58,No,4,2,48.0,85
6,66,Yes,4,8,54.0,65
4,84,Yes,6,3,67.0,99
1,59,Yes,5,3,34.0,47
9,60,Yes,9,7,60.0,73
4,62,No,8,5,46.0,70
2,69,No,9,0,45.0,79
8,64,No,6,1,56.0,80
2,70,Yes,8,8,49.0,74
5,66,Yes,5,5,49.0,75
6,73,Yes,9,6,65.0,73
8,47,No,5,8,39.0,58
1,58,No,5,2,33.0,76
1,80,Yes,7,4,55.0,84
4,65,No,8,4,50.0,90
5,67,No,8,9,52.0,69
9,43,Yes,6,6,43.0,79
7,70,Yes,4,1,58.0,77
7,55,No,5,3,45.0,85
8,90,Yes,5,3,81.0,98
5,49,No,9,7,36.0,72
5,77,Yes,6,9,64.0,78
1,87,No,8,2,57.0,87
9,49,Yes,7,1,46.0,80
6,84,Yes,8,8,76.0,80
9,48,Yes,7,3,43.0,61
3,78,No,7,8,58.0,76
5,75,No,8,5,61.0,94
2,90,Yes,9,0,72.0,95
5,97,No,5,2,82.0,79
8,75,No,7,6,69.0,73
2,58,Yes,9,8,35.0,81
8,99,Yes,6,7,91.0,82
4,58,Yes,6,4,40.0,76
1,51,No,7,7,26.0,61
5,52,Yes,5,1,34.0,84
1,64,No,7,2,35.0,63
7,75,No,6,7,67.0,93
8,64,No,6,8,60.0,82
3,67,Yes,8,9,48.0,77
3,81,Yes,5,7,62.0,63
7,92,No,8,3,84.0,70
4,78,No,9,5,67.0,81
3,69,Yes,9,4,50.0,78
8,44,Yes,9,3,42.0,62
3,56,Yes,4,8,37.0,61
7,57,Yes,9,9,50.0,81
2,82,Yes,7,2,61.0,85
1,86,Yes,8,0,61.0,79
6,60,Yes,9,6,48.0,82
8,61,Yes,5,9,56.0,68
1,78,Yes,9,7,54.0,74
9,89,No,7,2,86.0,100
3,97,Yes,7,2,77.0,87
3,96,Yes,7,5,77.0,88
4,45,No,7,1,25.0,87
1,89,Yes,7,5,67.0,70
9,55,Yes,5,4,51.0,84
3,41,No,4,6,20.0,79
4,90,Yes,6,8,74.0,83
1,40,No,4,8,12.0,68
4,96,No,6,0,78.0,78
1,69,Yes,8,6,48.0,69
5,97,No,7,2,79.0,91
5,82,No,8,3,66.0,90
7,91,No,8,1,82.0,99
8,76,No,6,0,67.0,97
4,87,Yes,5,9,75.0,85
7,62,No,7,2,52.0,88
4,40,No,9,9,25.0,63
3,58,Yes,8,8,39.0,80
6,85,No,4,0,66.0,84
4,42,Yes,7,2,24.0,69
3,41,No,5,4,17.0,66
9,95,Yes,7,2,93.0,79
5,76,No,9,3,62.0,70
7,56,Yes,9,3,47.0,76
6,67,No,8,0,55.0,63
5,57,Yes,4,5,41.0,80
7,72,Yes,8,6,67.0,91
6,54,Yes,5,6,43.0,76
2,61,Yes,6,5,42.0,62
3,80,Yes,9,6,64.0,94
2,66,No,4,2,42.0,91
3,94,No,9,4,77.0,88
1,76,Yes,5,6,52.0,81
8,71,Yes,5,9,62.0,83
6,99,No,9,4,90.0,97
2,84,No,8,9,60.0,79
8,58,Yes,9,1,49.0,75
6,67,No,8,5,54.0,86
7,67,Yes,9,6,61.0,100
1,95,Yes,8,1,67.0,70
7,49,Yes,6,9,42.0,72
3,59,No,7,7,43.0,62
8,64,Yes,7,4,58.0,94
6,60,No,8,7,50.0,71
4,53,No,8,2,34.0,56
8,61,No,6,1,51.0,82
9,92,No,7,6,89.0,100
2,65,Yes,6,4,41.0,78
6,83,Yes,5,4,70.0,86
5,50,No,9,7,35.0,74
5,94,Yes,7,8,79.0,100
3,46,No,8,7,26.0,58
8,56,Yes,4,9,46.0,73
8,57,Yes,5,1,51.0,72
5,46,Yes,9,9,30.0,57
8,95,Yes,4,6,88.0,88
8,59,Yes,6,4,55.0,88
3,77,Yes,9,6,60.0,85
2,50,No,6,2,26.0,72
9,83,Yes,6,3,85.0,91
2,97,Yes,8,6,76.0,91
9,55,Yes,6,1,53.0,70
4,90,No,4,1,70.0,81
2,94,Yes,5,0,64.0,83
1,66,Yes,8,0,41.0,75
4,90,Yes,5,0,73.0,88
9,50,No,6,5,47.0,73
9,55,Yes,7,4,49.0,72
4,62,No,9,9,53.0,100
9,99,No,8,7,95.0,100
6,98,Yes,6,4,87.0,95
1,51,Yes,8,0,26.0,64
6,98,No,7,7,89.0,88
9,79,No,4,5,73.0,84
2,42,Yes,4,7,19.0,66
6,41,Yes,9,1,33.0,52
2,99,No,4,9,75.0,72
4,77,No,7,7,59.0,74
8,87,No,5,5,79.0,90
7,91,No,7,0,82.0,87
9,63,Yes,7,0,58.0,93
7,68,No,6,9,61.0,67
1,86,Yes,4,4,59.0,73
2,85,No,8,6,63.0,95
6,73,No,9,3,60.0,81
7,59,Yes,5,9,55.0,86
3,57,Yes,8,4,38.0,90
9,53,Yes,6,9,49.0,69
7,57,Yes,6,2,48.0,74
6,41,No,5,1,24.0,63
6,40,Yes,8,1,27.0,49
1,59,Yes,5,4,34.0,67
5,73,Yes,5,3,59.0,88
3,80,No,4,1,60.0,85
7,80,No,8,4,75.0,92
3,87,Yes,4,9,67.0,79
5,50,No,4,8,36.0,64
7,66,No,9,7,60.0,92
3,62,Yes,4,8,43.0,69
2,77,No,7,8,52.0,79
6,83,Yes,6,7,73.0,87
8,42,Yes,6,8,36.0,84
4,51,Yes,7,3,37.0,79
9,69,No,5,7,66.0,71
8,70,Yes,8,1,64.0,71
7,62,No,8,8,54.0,83
7,40,No,8,8,31.0,68
3,80,No,4,2,59.0,75
6,59,No,8,5,49.0,85
5,93,Yes,8,6,80.0,90
1,45,Yes,8,2,19.0,64
3,50,No,6,4,27.0,74
1,74,Yes,7,0,51.0,73
4,43,No,9,2,25.0,80
3,68,No,5,7,48.0,68
4,98,Yes,7,2,82.0,95
9,49,No,8,7,47.0,88
3,90,Yes,5,8,70.0,71
6,68,No,5,5,57.0,76
6,77,No,7,6,69.0,94
7,40,No,7,5,32.0,79
9,79,No,7,7,78.0,86
7,47,Yes,9,6,41.0,66
1,96,No,7,9,72.0,94
8,77,No,9,0,71.0,95
5,56,Yes,4,2,44.0,63
9,58,No,6,2,57.0,68
5,72,No,9,2,57.0,81
5,54,No,6,3,41.0,78
2,84,No,8,0,62.0,78
3,70,No,4,1,48.0,81
9,60,No,5,4,59.0,73
7,42,Yes,7,5,34.0,50
1,41,No,8,8,17.0,59
3,74,Yes,5,1,54.0,78
2,80,No,6,8,55.0,75
1,98,Yes,5,6,73.0,75
9,55,Yes,7,8,50.0,59
8,95,Yes,7,3,91.0,88
5,84,Yes,9,6,73.0,93
2,90,No,9,0,70.0,95
1,98,No,6,7,74.0,96
7,89,No,7,6,86.0,83
2,60,Yes,4,6,34.0,59
1,51,Yes,8,1,25.0,70
2,67,Yes,6,9,47.0,80
7,51,Yes,6,8,45.0,77
7,72,Yes,5,7,62.0,62
6,59,Yes,6,0,49.0,68
5,79,Yes,8,0,62.0,80
3,88,No,4,4,65.0,86
3,60,Yes,5,1,40.0,79
9,99,No,8,0,97.0,96
4,91,No,9,9,79.0,91
9,93,Yes,6,7,93.0,94
4,78,Yes,7,3,60.0,86
2,80,Yes,9,1,61.0,83
4,88,Yes,7,4,73.0,86
6,98,No,8,5,89.0,89
6,81,Yes,4,7,71.0,85
5,75,No,7,6,61.0,85
1,61,Yes,8,6,39.0,74
3,65,No,5,0,44.0,77
5,46,No,6,2,32.0,81
6,46,No,4,2,35.0,72
1,47,No,4,6,20.0,58
9,65,No,5,1,62.0,89
3,63,Yes,4,9,42.0,60
3,63,Yes,8,6,43.0,63
2,79,Yes,4,8,56.0,81
8,87,No,4,0,79.0,92
3,51,Yes,4,1,30.0,56
6,86,No,8,5,73.0,82
2,47,No,9,1,25.0,60
7,93,Yes,6,1,84.0,85
4,48,No,7,4,27.0,75
9,42,Yes,9,6,41.0,79
9,93,No,4,3,92.0,93
7,60,Yes,5,5,53.0,72
8,70,No,5,2,63.0,69
3,87,Yes,8,3,67.0,96
5,86,Yes,6,3,74.0,91
2,63,No,4,3,37.0,64
7,43,No,8,0,33.0,76
8,59,No,7,3,58.0,78
9,55,Yes,6,3,55.0,75
7,49,Yes,6,5,40.0,76
8,82,No,8,8,79.0,81
9,65,Yes,9,9,68.0,80
6,68,Yes,5,5,57.0,80
2,44,No,9,5,20.0,59
2,50,Yes,6,6,28.0,73
4,68,Yes,5,6,50.0,93
9,84,Yes,6,0,80.0,81
7,54,No,6,7,44.0,58
2,45,Yes,6,0,19.0,45
8,87,No,7,8,81.0,87
7,54,Yes,5,3,46.0,68
9,82,Yes,7,8,83.0,91
8,59,Yes,5,7,58.0,80
3,73,Yes,7,8,53.0,62
1,99,Yes,7,5,73.0,69
2,99,No,7,8,79.0,90
2,41,Yes,8,3,15.0,63
4,83,Yes,7,2,62.0,77
6,55,Yes,9,2,46.0,59
4,58,Yes,9,7,41.0,77
9,73,No,6,1,68.0,95
4,88,Yes,4,5,72.0,87
6,53,Yes,7,8,43.0,65
6,63,Yes,4,8,51.0,77
1,67,Yes,4,7,38.0,59
8,87,No,6,7,80.0,98
3,71,No,4,0,48.0,76
6,76,Yes,4,6,63.0,65
3,49,Yes,9,0,31.0,65
2,88,Yes,4,8,66.0,87
5,84,Yes,5,2,69.0,81
1,87,Yes,7,0,62.0,78
9,48,No,7,7,49.0,64
7,63,No,4,6,54.0,83
3,75,Yes,6,1,57.0,73
4,95,Yes,5,6,77.0,67
6,68,Yes,6,4,56.0,75
3,99,No,6,6,79.0,97
7,68,Yes,4,9,60.0,76
6,97,Yes,8,6,88.0,100
9,87,No,4,1,83.0,93
5,62,No,9,1,43.0,76
4,66,Yes,8,6,48.0,74
3,70,Yes,5,2,50.0,75
1,82,Yes,8,3,61.0,78
3,46,Yes,4,6,24.0,63
3,88,No,4,1,71.0,89
7,93,No,6,1,81.0,80
7,84,Yes,4,8,76.0,77
1,43,No,9,0,17.0,52
3,53,Yes,4,2,30.0,86
8,81,No,7,9,78.0,92
9,81,Yes,7,3,78.0,90
7,49,Yes,6,4,37.0,61
7,98,No,8,2,86.0,96
8,83,No,8,8,77.0,86
6,73,No,7,4,63.0,83
3,65,No,9,6,46.0,65
1,62,No,5,6,38.0,72
7,48,Yes,9,8,41.0,68
1,76,Yes,7,1,51.0,69
1,47,No,9,2,24.0,72
9,92,Yes,5,3,88.0,77
7,53,Yes,8,7,50.0,81
4,46,Yes,7,0,30.0,74
6,46,Yes,4,8,32.0,61
1,48,No,5,4,18.0,55
7,42,Yes,5,3,29.0,65
6,53,Yes,5,7,41.0,75
4,56,Yes,8,8,37.0,69
7,89,Yes,9,2,85.0,94
3,83,No,6,3,67.0,99
1,61,Yes,4,0,30.0,63
4,85,Yes,7,2,69.0,68
3,65,Yes,9,9,43.0,81
1,97,No,5,4,72.0,100
2,67,No,8,7,47.0,78
5,84,Yes,5,0,69.0,74
8,53,Yes,9,0,48.0,74
1,48,No,7,2,20.0,53
4,90,Yes,4,8,73.0,91
4,65,No,5,8,49.0,63
5,41,Yes,8,0,26.0,63
7,50,Yes,8,3,44.0,64
8,56,No,6,7,49.0,77
6,73,Yes,8,1,61.0,77
1,58,Yes,6,3,28.0,69
7,78,Yes,4,6,74.0,86
3,57,No,7,6,33.0,60
6,52,No,6,4,42.0,78
8,44,Yes,5,6,39.0,71
7,89,Yes,9,5,82.0,80
6,62,Yes,5,1,48.0,96
9,97,Yes,7,8,95.0,98
9,95,No,8,4,92.0,92
1,63,No,9,1,36.0,83
1,68,No,5,5,37.0,87
1,87,Yes,9,9,65.0,81
8,86,Yes,6,4,82.0,92
7,47,No,7,1,37.0,62
3,65,Yes,5,9,45.0,73
2,54,Yes,8,9,34.0,68
4,96,No,9,6,78.0,89
3,40,Yes,8,9,18.0,66
7,67,No,9,1,59.0,85
8,88,Yes,5,6,82.0,91
6,86,Yes,7,5,75.0,75
3,85,Yes,4,3,65.0,73
6,53,Yes,5,3,40.0,67
2,81,Yes,8,5,60.0,77
7,73,No,4,8,67.0,92
7,98,No,7,9,95.0,84
4,70,Yes,8,5,56.0,75
8,45,Yes,7,5,35.0,78
4,88,No,9,0,73.0,82
7,44,No,5,4,37.0,75
4,70,Yes,7,0,53.0,76
5,76,No,8,8,62.0,83
7,54,No,5,9,44.0,71
3,54,No,8,3,36.0,76
5,91,Yes,8,1,76.0,72
3,82,No,4,8,60.0,77
5,44,No,6,5,28.0,70
3,67,No,7,9,48.0,80
7,72,No,7,2,62.0,94
1,50,Yes,4,1,19.0,60
9,82,No,9,5,80.0,100
9,45,No,7,9,46.0,68
5,62,No,4,5,47.0,87
9,79,Yes,7,8,79.0,95
6,41,Yes,7,4,27.0,58
5,54,Yes,8,8,43.0,76
3,62,No,4,4,43.0,73
8,61,No,9,1,56.0,84
4,48,No,7,0,27.0,65
3,86,Yes,9,8,70.0,81
6,79,No,6,9,70.0,96
8,69,No,4,6,61.0,79
9,55,Yes,4,2,53.0,85
6,98,No,4,5,87.0,89
5,85,No,8,9,68.0,98
2,86,Yes,4,3,61.0,74
2,91,Yes,8,8,70.0,78
9,69,Yes,6,1,65.0,96
2,84,Yes,5,3,61.0,76
2,48,Yes,8,0,27.0,81
3,40,No,7,6,22.0,73
3,98,Yes,4,3,81.0,87
4,77,No,5,4,60.0,63
7,47,No,8,0,41.0,72
9,98,Yes,9,1,98.0,96
2,98,Yes,9,3,79.0,98
4,91,No,7,1,77.0,100
9,57,No,5,0,51.0,70
2,66,No,6,9,43.0,80
1,57,Yes,8,0,27.0,74
8,71,No,9,5,69.0,93
9,97,Yes,9,1,98.0,100
7,88,No,8,2,80.0,70
8,71,No,9,4,68.0,82
4,92,No,6,2,76.0,76
4,87,Yes,9,5,72.0,83
2,84,Yes,8,6,64.0,90
8,93,No,4,9,87.0,94
2,75,No,9,5,53.0,88
9,75,No,8,1,71.0,88
4,60,Yes,4,8,40.0,60
1,85,Yes,9,1,58.0,56
4,71,Yes,9,5,55.0,79
3,70,Yes,8,8,50.0,74
6,76,Yes,7,8,64.0,73
7,55,No,7,1,44.0,58
8,85,No,5,8,79.0,81
2,85,No,7,7,65.0,80
6,53,Yes,6,6,37.0,77
6,96,No,5,7,85.0,92
5,63,Yes,7,9,48.0,90
7,64,Yes,4,7,55.0,68
3,85,No,8,0,64.0,90
4,90,No,7,8,74.0,86
9,74,Yes,4,5,67.0,89
4,56,Yes,5,0,38.0,67
3,85,No,8,0,65.0,92
2,81,Yes,7,6,60.0,83
5,84,Yes,5,9,72.0,79
4,93,Yes,7,1,73.0,85
8,43,No,5,5,34.0,67
7,50,Yes,7,4,45.0,78
6,86,Yes,4,4,75.0,75
2,54,Yes,6,9,28.0,67
3,69,Yes,4,5,48.0,79
9,63,Yes,8,7,64.0,82
9,41,Yes,7,4,42.0,85
5,82,Yes,6,7,72.0,92
3,73,No,6,4,52.0,77
2,62,No,8,9,40.0,74
8,70,No,8,5,61.0,83
6,76,Yes,6,7,66.0,86
7,52,No,8,1,43.0,56
1,72,No,8,6,49.0,73
1,46,Yes,7,2,16.0,49
2,71,No,4,8,46.0,86
3,46,Yes,9,9,28.0,66
1,81,Yes,5,6,57.0,77
5,77,Yes,6,2,62.0,89
3,91,No,5,7,76.0,90
1,83,Yes,6,9,56.0,68
8,52,No,6,1,44.0,73
6,63,Yes,4,9,49.0,72
9,67,Yes,6,7,64.0,66
3,71,No,6,6,52.0,70
9,82,Yes,4,4,79.0,86
9,57,No,8,3,52.0,76
1,73,Yes,9,9,52.0,63
3,87,Yes,5,9,71.0,95
6,73,Yes,6,0,59.0,79
8,90,Yes,4,3,90.0,92
4,77,Yes,6,5,58.0,83
5,40,Yes,4,5,25.0,59
9,82,Yes,5,1,78.0,91
6,89,Yes,7,8,77.0,83
7,81,No,8,0,73.0,77
7,70,No,7,3,61.0,86
4,89,No,4,3,71.0,98
4,99,Yes,6,1,82.0,95
4,40,No,8,7,25.0,74
5,90,No,5,1,76.0,82
5,55,Yes,9,1,39.0,57
8,97,No,8,1,91.0,100
9,78,Yes,6,0,73.0,100
2,54,No,7,4,34.0,83
7,72,No,4,3,64.0,79
1,62,No,7,1,36.0,60
1,92,No,8,0,67.0,73
4,80,No,9,0,63.0,66
7,73,Yes,6,1,64.0,81
2,56,No,4,0,29.0,82
2,64,Yes,6,8,41.0,71
1,95,No,6,1,70.0,87
2,81,Yes,9,2,57.0,91
7,45,No,8,8,36.0,67
9,70,No,7,4,67.0,100
6,44,No,6,7,29.0,86
2,79,No,6,6,58.0,78
9,79,No,6,5,77.0,82
7,69,Yes,4,1,60.0,86
1,44,No,6,3,16.0,59
9,51,No,6,8,50.0,65
2,46,Yes,8,6,25.0,77
4,84,No,6,2,68.0,94
9,52,No,9,5,52.0,78
4,88,No,9,7,72.0,73
3,43,No,6,7,21.0,53
